date_time,gps_latitude,gps_longitude,gps_speed,gps_altitude,gps_angle,compass_heading,depth_distance,winch_position,Temperature,Conductivity,pH,depth,Turbidity,Chlorophyll,DO,Phycocyanin,
08/26/21 10:05:36,45.1596133,29.6276200,3.78,-6.90,133.60,158.00,16219.00,0.00,26.48,374.72,3.85,10.55,11.94,6.72,77.46,0.02,
08/26/21 10:05:37,45.1596033,29.6276367,3.51,-6.90,129.28,157.00,16238.00,0.00,26.48,374.72,3.85,10.55,11.96,6.71,77.47,0.01,
08/26/21 10:05:38,45.1595917,29.6276567,3.97,-6.90,130.86,159.00,16257.00,0.00,26.48,374.72,3.85,10.55,11.91,6.77,77.48,0.03,
08/26/21 10:05:39,45.1595800,29.6276750,3.71,-6.80,132.89,162.00,16299.00,0.00,26.48,374.73,3.85,10.55,11.94,6.76,77.48,0.02,
08/26/21 10:05:40,45.1595667,29.6276933,4.00,-6.80,132.32,159.00,16296.00,0.00,26.48,374.73,3.85,10.55,11.97,6.71,77.48,0.02,
08/26/21 10:05:41,45.1595533,29.6277133,3.96,-6.80,134.08,158.00,16285.00,0.00,26.48,374.73,3.85,10.55,11.97,6.71,77.48,0.02,
08/26/21 10:05:42,45.1595383,29.6277317,4.32,-6.80,137.13,158.00,16285.00,0.00,26.48,374.74,3.85,10.55,11.92,6.69,77.48,0.02,
08/26/21 10:05:43,45.1595233,29.6277500,4.19,-6.80,138.41,159.00,16347.00,0.00,26.48,374.75,3.85,10.55,11.88,6.64,77.49,0.01,
08/26/21 10:05:44,45.1595117,29.6277650,3.77,-6.80,133.52,159.00,16364.00,0.00,26.48,374.73,3.85,10.55,11.81,6.70,77.49,-0.00,
08/26/21 10:05:45,45.1595000,29.6277817,3.57,-6.80,132.05,159.00,16244.00,0.00,26.48,374.72,3.85,10.55,11.72,6.71,77.49,0.01,
08/26/21 10:05:46,45.1594900,29.6277983,3.69,-6.70,129.64,158.00,15841.00,0.00,26.48,374.71,3.85,10.55,11.70,6.74,77.49,0.01,
08/26/21 10:05:47,45.1594750,29.6278183,4.15,-6.70,135.42,158.00,15510.00,0.00,26.48,374.71,3.85,10.55,11.70,6.74,77.49,0.01,
08/26/21 10:05:48,45.1594617,29.6278350,3.80,-6.60,137.75,159.00,14804.00,0.00,26.48,374.71,3.85,10.55,11.58,6.73,77.49,0.01,
08/26/21 10:05:49,45.1594500,29.6278483,3.28,-6.50,137.90,162.00,14136.00,0.00,26.48,374.71,3.85,10.55,11.54,6.74,77.49,0.02,
08/26/21 10:05:50,45.1594433,29.6278600,2.63,-6.50,130.88,166.00,13639.00,0.00,26.48,374.71,3.85,10.56,11.45,6.68,77.50,0.02,
08/26/21 10:05:51,45.1594383,29.6278700,2.02,-6.40,129.61,162.00,13121.00,0.00,26.48,374.73,3.85,10.56,11.41,6.70,77.49,0.02,
08/26/21 10:05:52,45.1594317,29.6278767,1.80,-6.30,140.02,161.00,12749.00,0.00,26.48,374.73,3.85,10.56,11.44,6.74,77.50,0.02,
08/26/21 10:05:53,45.1594283,29.6278833,1.50,-6.30,119.77,161.00,12352.00,0.00,26.48,374.71,3.85,10.56,11.44,6.75,77.50,0.02,
08/26/21 10:05:54,45.1594267,29.6278900,1.29,-6.20,112.32,161.00,12169.00,0.00,26.48,374.71,3.85,10.56,11.44,6.75,77.50,0.02,
08/26/21 10:05:55,45.1594233,29.6278967,1.24,-6.20,120.13,161.00,11917.00,0.00,26.48,374.70,3.85,10.56,11.46,6.69,77.51,0.02,
08/26/21 10:05:56,45.1594200,29.6279000,1.10,-6.30,123.66,159.00,11861.00,0.00,26.48,374.70,3.85,10.56,11.40,6.71,77.52,0.02,
08/26/21 10:05:57,45.1594133,29.6279067,1.23,-6.30,131.21,161.00,11683.00,0.00,26.48,374.70,3.85,10.56,11.51,6.69,77.52,0.01,
08/26/21 10:05:58,45.1594083,29.6279150,1.24,-6.30,128.01,162.00,11426.00,0.00,26.48,374.71,3.85,10.56,11.73,6.69,77.53,0.01,
08/26/21 10:05:59,45.1594017,29.6279233,1.37,-6.40,129.21,162.00,11291.00,0.00,26.48,374.71,3.85,10.56,11.76,6.68,77.53,0.01,
08/26/21 10:06:00,45.1593950,29.6279333,1.46,-6.40,128.06,162.00,11071.00,0.00,26.48,374.71,3.85,10.56,11.76,6.68,77.53,0.01,
08/26/21 10:06:01,45.1593883,29.6279417,1.48,-6.50,126.18,164.00,10796.00,0.00,26.48,374.71,3.85,10.57,11.74,6.65,77.53,0.02,
08/26/21 10:06:02,45.1593833,29.6279517,1.47,-6.50,124.28,164.00,10433.00,0.00,26.49,374.71,3.85,10.57,11.77,6.67,77.53,0.02,
08/26/21 10:06:03,45.1593783,29.6279600,1.49,-6.50,125.37,160.00,10057.00,0.00,26.49,374.69,3.85,10.57,11.94,6.77,77.54,0.03,
08/26/21 10:06:04,45.1593733,29.6279683,1.38,-6.60,125.93,159.00,9764.00,0.00,26.49,374.66,3.85,10.57,11.88,6.76,77.55,0.03,
08/26/21 10:06:05,45.1593700,29.6279767,1.44,-6.60,123.86,162.00,9311.00,0.00,26.49,374.65,3.85,10.57,11.84,6.75,77.55,0.03,
08/26/21 10:06:06,45.1593650,29.6279850,1.46,-6.60,126.13,162.00,8709.00,0.00,26.49,374.65,3.85,10.57,11.84,6.75,77.55,0.03,
08/26/21 10:06:07,45.1593633,29.6279867,1.34,-6.50,129.99,161.00,8376.00,0.00,26.49,374.66,3.85,10.57,11.79,6.78,77.54,0.02,
08/26/21 10:06:08,45.1593633,29.6279933,1.32,-6.40,125.61,164.00,8074.00,0.00,26.49,374.67,3.85,10.57,11.91,6.77,77.54,0.01,
08/26/21 10:06:09,45.1593583,29.6279983,1.26,-6.40,132.02,167.00,8074.00,0.00,26.49,374.68,3.85,10.57,12.01,6.82,77.54,0.00,
08/26/21 10:06:10,45.1593550,29.6280050,1.38,-6.30,132.94,167.00,7811.00,0.00,26.49,374.70,3.85,10.57,12.27,6.90,77.52,0.00,
08/26/21 10:06:11,45.1593500,29.6280083,1.28,-6.20,137.70,171.00,7351.00,0.00,26.49,374.70,3.85,10.57,12.29,6.95,77.52,0.00,
08/26/21 10:06:12,45.1593500,29.6280117,1.05,-6.20,137.02,168.00,7005.00,0.00,26.49,374.71,3.85,10.58,12.45,7.03,77.51,0.00,
08/26/21 10:06:13,45.1593517,29.6280150,0.92,-6.00,135.15,168.00,6865.00,0.00,26.50,374.71,3.85,10.58,12.44,6.95,77.51,0.01,
08/26/21 10:06:14,45.1593533,29.6280167,0.79,-5.90,132.60,167.00,6581.00,0.00,26.50,374.72,3.85,10.58,12.52,6.99,77.51,0.01,
08/26/21 10:06:15,45.1593533,29.6280200,0.75,-5.80,129.23,173.00,6550.00,0.00,26.50,374.73,3.85,10.58,12.51,6.99,77.50,0.01,
08/26/21 10:06:16,45.1593517,29.6280250,0.73,-5.80,126.03,190.00,6556.00,0.00,26.50,374.73,3.85,10.58,12.51,6.99,77.50,0.01,
08/26/21 10:06:17,45.1593467,29.6280350,0.76,-5.70,122.66,207.00,6635.00,0.00,26.50,374.74,3.85,10.58,12.51,7.02,77.50,0.02,
08/26/21 10:06:18,45.1593433,29.6280383,0.76,-5.70,122.15,224.00,6711.00,0.00,26.50,374.75,3.85,10.58,12.40,7.00,77.49,0.01,
08/26/21 10:06:19,45.1593383,29.6280483,0.74,-5.70,121.05,224.00,6685.00,0.00,26.50,374.76,3.85,10.58,12.44,7.03,77.49,0.00,
08/26/21 10:06:20,45.1593367,29.6280517,0.75,-5.70,121.00,237.00,6582.00,0.00,26.50,374.77,3.85,10.58,12.55,7.05,77.49,0.00,
08/26/21 10:06:21,45.1593333,29.6280533,0.66,-5.70,121.08,257.00,6560.00,0.00,26.50,374.76,3.85,10.58,12.62,7.03,77.49,0.00,
08/26/21 10:06:22,45.1593317,29.6280550,0.54,-5.70,122.20,279.00,6479.00,0.00,26.50,374.75,3.85,10.58,12.67,6.91,77.49,-0.00,
08/26/21 10:06:23,45.1593300,29.6280533,0.44,-5.60,123.05,298.00,6469.00,0.00,26.50,374.74,3.85,10.58,12.57,6.87,77.49,-0.01,
08/26/21 10:06:24,45.1593283,29.6280567,0.43,-5.60,124.18,317.00,6338.00,0.00,26.50,374.75,3.85,10.59,12.51,6.80,77.50,-0.01,
08/26/21 10:06:25,45.1593283,29.6280583,0.40,-5.50,124.26,317.00,6311.00,0.00,26.50,374.75,3.85,10.59,12.62,6.76,77.50,-0.01,
08/26/21 10:06:26,45.1593283,29.6280633,0.36,-5.60,122.47,337.00,6283.00,0.00,26.50,374.75,3.85,10.59,12.59,6.85,77.50,-0.00,
08/26/21 10:06:27,45.1593283,29.6280650,0.31,-5.50,120.48,351.00,6328.00,0.00,26.50,374.76,3.85,10.59,12.66,6.91,77.51,0.01,
08/26/21 10:06:28,45.1593283,29.6280667,0.36,-5.40,114.66,0.00,6454.00,0.00,26.50,374.76,3.85,10.59,12.66,6.91,77.51,0.01,
08/26/21 10:06:29,45.1593283,29.6280700,0.51,-5.40,103.57,4.00,6663.00,0.00,26.50,374.77,3.85,10.58,12.65,6.85,77.51,0.01,
08/26/21 10:06:30,45.1593317,29.6280750,0.69,-5.30,89.17,3.00,7109.00,0.00,26.50,374.78,3.85,10.58,12.69,6.88,77.52,0.02,
08/26/21 10:06:31,45.1593350,29.6280833,0.78,-5.10,78.34,9.00,7516.00,0.00,26.50,374.78,3.85,10.58,12.90,6.87,77.53,0.02,
08/26/21 10:06:32,45.1593383,29.6280950,0.89,-5.00,71.67,9.00,8018.00,0.00,26.50,374.79,3.85,10.58,13.21,6.90,77.54,0.03,
08/26/21 10:06:33,45.1593417,29.6281050,0.98,-4.90,67.89,13.00,8452.00,0.00,26.50,374.80,3.85,10.58,13.26,7.00,77.54,0.03,
08/26/21 10:06:34,45.1593433,29.6281150,1.01,-4.80,66.34,16.00,8878.00,0.00,26.50,374.80,3.85,10.58,13.33,6.98,77.55,0.02,
08/26/21 10:06:35,45.1593450,29.6281233,1.05,-4.70,66.06,19.00,9071.00,0.00,26.50,374.80,3.85,10.58,13.37,7.03,77.55,0.03,
08/26/21 10:06:36,45.1593450,29.6281317,1.04,-4.60,66.32,25.00,9071.00,0.00,26.50,374.80,3.85,10.58,13.39,7.11,77.56,0.04,
08/26/21 10:06:37,45.1593250,29.6281233,0.70,-4.50,75.87,23.00,9251.00,0.00,26.50,374.80,3.85,10.59,13.52,7.12,77.56,0.05,
08/26/21 10:06:38,45.1593217,29.6281283,0.65,-4.60,84.04,23.00,9270.00,0.00,26.50,374.79,3.85,10.59,13.55,7.04,77.57,0.05,
08/26/21 10:06:39,45.1593217,29.6281333,0.88,-4.60,92.44,40.00,9351.00,0.00,26.50,374.78,3.85,10.59,13.49,7.05,77.57,0.05,
08/26/21 10:06:40,45.1593200,29.6281400,0.89,-4.60,108.83,48.00,9398.00,0.00,26.50,374.77,3.85,10.59,13.49,7.04,77.58,0.05,
08/26/21 10:06:41,45.1593233,29.6281450,0.78,-4.50,99.87,57.00,9409.00,0.00,26.50,374.77,3.85,10.59,13.38,6.97,77.58,0.06,
08/26/21 10:06:42,45.1593217,29.6281533,0.89,-4.50,111.51,67.00,9353.00,0.00,26.50,374.77,3.85,10.59,13.44,6.99,77.58,0.06,
08/26/21 10:06:43,45.1593217,29.6281633,1.06,-4.40,114.70,74.00,9361.00,0.00,26.50,374.77,3.85,10.59,13.56,6.88,77.58,0.07,
08/26/21 10:06:44,45.1593217,29.6281700,1.02,-4.30,112.26,74.00,9365.00,0.00,26.50,374.77,3.85,10.59,13.56,6.88,77.58,0.07,
08/26/21 10:06:45,45.1593233,29.6281767,0.96,-4.30,111.07,74.00,9343.00,0.00,26.50,374.77,3.85,10.59,13.65,6.84,77.58,0.07,
08/26/21 10:06:46,45.1593283,29.6281867,1.04,-4.20,107.31,56.00,9324.00,0.00,26.50,374.78,3.85,10.59,13.66,6.82,77.58,0.07,
08/26/21 10:06:47,45.1593283,29.6281983,1.14,-4.20,104.03,33.00,9371.00,0.00,26.50,374.79,3.85,10.59,13.66,6.76,77.58,0.06,
08/26/21 10:06:48,45.1593283,29.6282067,1.17,-4.30,101.18,12.00,9380.00,0.00,26.50,374.79,3.85,10.58,13.64,6.78,77.57,0.06,
08/26/21 10:06:49,45.1593267,29.6282183,1.24,-4.30,98.74,351.00,9418.00,0.00,26.50,374.77,3.85,10.58,13.65,6.83,77.57,0.06,
08/26/21 10:06:50,45.1593283,29.6282233,1.02,-4.40,96.81,330.00,9517.00,0.00,26.50,374.76,3.85,10.58,13.72,6.85,77.57,0.06,
08/26/21 10:06:52,45.1593300,29.6282300,0.99,-4.40,94.71,330.00,9770.00,0.00,26.50,374.76,3.85,10.58,13.72,6.85,77.57,0.06,
08/26/21 10:06:53,45.1593333,29.6282350,0.99,-4.50,90.79,310.00,9975.00,0.00,26.50,374.75,3.85,10.58,13.64,6.87,77.56,0.07,
08/26/21 10:06:54,45.1593367,29.6282417,0.96,-4.40,86.70,298.00,10122.00,0.00,26.50,374.74,3.85,10.58,13.65,6.92,77.56,0.07,
08/26/21 10:06:55,45.1593400,29.6282400,0.75,-4.50,82.67,292.00,10267.00,0.00,26.50,374.72,3.85,10.58,13.69,6.95,77.56,0.06,
08/26/21 10:06:56,45.1593467,29.6282300,0.60,-4.70,75.92,288.00,10465.00,0.00,26.50,374.71,3.85,10.58,13.68,6.97,77.56,0.06,
08/26/21 10:06:57,45.1593550,29.6282233,0.65,-4.80,65.55,286.00,10447.00,0.00,26.50,374.71,3.85,10.58,13.56,7.02,77.56,0.06,
08/26/21 10:06:58,45.1593633,29.6282117,0.77,-4.80,50.23,286.00,10586.00,0.00,26.50,374.71,3.85,10.58,13.56,7.02,77.56,0.06,
08/26/21 10:06:59,45.1593717,29.6282033,0.93,-4.80,339.63,284.00,10654.00,0.00,26.50,374.70,3.85,10.58,13.49,7.00,77.55,0.05,
08/26/21 10:07:00,45.1593783,29.6281933,1.07,-4.90,337.46,283.00,10728.00,0.00,26.50,374.69,3.85,10.58,13.41,6.99,77.56,0.05,
08/26/21 10:07:01,45.1593867,29.6281833,1.18,-4.90,334.18,276.00,10858.00,0.00,26.50,374.67,3.85,10.58,13.42,6.99,77.56,0.05,
08/26/21 10:07:02,45.1593917,29.6281733,1.26,-4.80,329.95,270.00,10850.00,0.00,26.50,374.68,3.85,10.58,13.26,6.98,77.56,0.05,
08/26/21 10:07:03,45.1593950,29.6281550,1.47,-4.80,319.34,267.00,10850.00,0.00,26.50,374.68,3.85,10.58,13.22,7.00,77.56,0.05,
08/26/21 10:07:04,45.1593950,29.6281467,1.58,-4.90,314.08,267.00,11062.00,0.00,26.50,374.70,3.85,10.57,13.16,7.02,77.56,0.05,
08/26/21 10:07:05,45.1593950,29.6281233,1.95,-5.00,298.20,266.00,11246.00,0.00,26.50,374.70,3.85,10.57,13.00,6.98,77.57,0.05,
08/26/21 10:07:06,45.1593967,29.6281067,2.41,-5.10,283.98,266.00,11405.00,0.00,26.50,374.70,3.85,10.57,12.99,7.01,77.57,0.05,
08/26/21 10:07:07,45.1594000,29.6280900,2.48,-5.10,282.87,266.00,11513.00,0.00,26.50,374.69,3.85,10.57,12.92,7.05,77.57,0.05,
08/26/21 10:07:08,45.1594000,29.6280800,2.68,-5.20,282.19,266.00,11760.00,0.00,26.50,374.69,3.85,10.57,12.86,7.00,77.56,0.05,
08/26/21 10:07:09,45.1594017,29.6280550,2.35,-5.20,272.84,260.00,11982.00,0.00,26.50,374.70,3.85,10.57,12.76,6.98,77.55,0.05,
08/26/21 10:07:10,45.1594000,29.6280417,1.94,-5.30,264.91,256.00,12167.00,0.00,26.50,374.69,3.85,10.57,12.69,6.92,77.55,0.05,
08/26/21 10:07:11,45.1594000,29.6280333,2.48,-5.30,263.85,256.00,12428.00,0.00,26.50,374.69,3.85,10.57,12.69,6.92,77.55,0.05,
08/26/21 10:07:12,45.1593967,29.6280083,2.62,-5.30,271.35,258.00,12635.00,0.00,26.50,374.68,3.85,10.57,12.77,6.94,77.55,0.05,
08/26/21 10:07:13,45.1593967,29.6279900,2.52,-5.40,272.95,257.00,12860.00,0.00,26.50,374.68,3.85,10.57,12.64,6.96,77.55,0.04,
08/26/21 10:07:14,45.1593983,29.6279717,2.71,-5.50,282.92,256.00,12711.00,0.00,26.50,374.69,3.85,10.57,12.45,6.98,77.54,0.04,
08/26/21 10:07:15,45.1593967,29.6279550,2.10,-5.50,264.41,256.00,12634.00,0.00,26.50,374.68,3.85,10.57,12.45,6.94,77.54,0.04,
08/26/21 10:07:16,45.1593967,29.6279400,2.30,-5.60,279.74,266.00,12621.00,0.00,26.50,374.68,3.85,10.57,12.44,6.91,77.54,0.04,
08/26/21 10:07:17,45.1594000,29.6279250,2.15,-5.60,296.46,266.00,12493.00,0.00,26.50,374.68,3.85,10.57,12.44,6.91,77.54,0.04,
08/26/21 10:07:18,45.1594050,29.6279133,1.75,-5.70,300.32,277.00,12387.00,0.00,26.50,374.67,3.85,10.56,12.43,6.91,77.54,0.04,
08/26/21 10:07:19,45.1594100,29.6279033,1.62,-5.80,311.33,280.00,12470.00,0.00,26.50,374.66,3.85,10.56,12.37,6.95,77.53,0.04,
08/26/21 10:07:20,45.1594167,29.6278983,1.60,-5.80,323.99,295.00,12629.00,0.00,26.50,374.67,3.85,10.56,12.34,7.01,77.53,0.04,
08/26/21 10:07:21,45.1594250,29.6278900,1.88,-5.80,327.58,298.00,12941.00,0.00,26.50,374.67,3.85,10.56,12.26,7.01,77.53,0.05,
08/26/21 10:07:22,45.1594350,29.6278867,2.00,-5.90,335.38,300.00,13158.00,0.00,26.50,374.66,3.85,10.56,12.31,7.05,77.54,0.06,
08/26/21 10:07:23,45.1594417,29.6278833,1.79,-5.90,337.16,290.00,13685.00,0.00,26.50,374.63,3.85,10.56,12.52,6.94,77.54,0.05,
08/26/21 10:07:24,45.1594500,29.6278783,1.82,-6.00,334.40,290.00,13786.00,0.00,26.50,374.63,3.85,10.56,12.52,6.94,77.54,0.05,
08/26/21 10:07:25,45.1594583,29.6278717,1.84,-6.10,330.69,286.00,14177.00,0.00,26.50,374.62,3.85,10.56,12.58,6.89,77.54,0.04,
08/26/21 10:07:26,45.1594650,29.6278667,1.74,-6.10,327.85,277.00,14481.00,0.00,26.50,374.60,3.85,10.56,12.57,6.87,77.54,0.05,
08/26/21 10:07:27,45.1594700,29.6278617,1.64,-6.20,320.84,266.00,14881.00,0.00,26.50,374.58,3.85,10.56,12.66,6.83,77.54,0.04,
08/26/21 10:07:28,45.1594717,29.6278550,1.43,-6.30,308.76,264.00,15183.00,0.00,26.50,374.57,3.85,10.56,12.83,6.87,77.54,0.05,
08/26/21 10:07:29,45.1594733,29.6278500,1.41,-6.40,305.77,252.00,15444.00,0.00,26.50,374.54,3.85,10.56,13.00,6.85,77.54,0.05,
08/26/21 10:07:30,45.1594750,29.6278417,1.30,-6.50,284.35,252.00,15471.00,0.00,26.50,374.54,3.85,10.56,13.00,6.85,77.54,0.05,
08/26/21 10:07:31,45.1594717,29.6278333,1.44,-6.70,265.98,256.00,15461.00,0.00,26.50,374.52,3.85,10.56,13.01,6.81,77.54,0.06,
08/26/21 10:07:32,45.1594700,29.6278250,1.46,-6.80,263.25,256.00,15444.00,0.00,26.50,374.54,3.85,10.56,12.97,6.82,77.54,0.06,
08/26/21 10:07:33,45.1594667,29.6278167,1.45,-6.80,257.68,245.00,15444.00,0.00,26.50,374.53,3.85,10.56,12.83,6.80,77.55,0.06,
08/26/21 10:07:34,45.1594617,29.6278083,1.53,-6.90,244.69,242.00,15308.00,0.00,26.50,374.55,3.85,10.56,12.94,6.80,77.54,0.06,
08/26/21 10:07:35,45.1594550,29.6277983,1.66,-7.00,240.09,233.00,15008.00,0.00,26.50,374.56,3.85,10.56,13.03,6.83,77.55,0.06,
08/26/21 10:07:36,45.1594483,29.6277900,1.74,-7.10,239.20,233.00,14635.00,0.00,26.50,374.56,3.85,10.56,13.03,6.83,77.55,0.06,
08/26/21 10:07:37,45.1594433,29.6277800,1.82,-7.10,238.24,240.00,14164.00,0.00,26.50,374.56,3.85,10.56,12.88,6.84,77.55,0.06,
08/26/21 10:07:38,45.1594367,29.6277700,1.88,-7.20,236.78,248.00,13946.00,0.00,26.50,374.57,3.85,10.56,12.81,6.85,77.55,0.06,
08/26/21 10:07:39,45.1594300,29.6277600,2.05,-7.30,235.09,229.00,13084.00,0.00,26.50,374.57,3.85,10.56,12.63,6.79,77.56,0.05,
08/26/21 10:07:40,45.1594200,29.6277483,2.23,-7.40,232.60,237.00,12532.00,0.00,26.50,374.58,3.85,10.56,12.68,6.75,77.56,0.04,
08/26/21 10:07:41,45.1594117,29.6277383,2.22,-7.40,213.83,249.00,11968.00,0.00,26.49,374.58,3.85,10.56,12.57,6.75,77.56,0.03,
08/26/21 10:07:42,45.1594050,29.6277317,1.66,-7.50,224.09,248.00,11570.00,0.00,26.49,374.59,3.85,10.56,12.38,6.75,77.56,0.03,
08/26/21 10:07:43,45.1594000,29.6277250,1.36,-7.60,233.82,248.00,11056.00,0.00,26.49,374.60,3.85,10.56,12.06,6.72,77.57,0.03,
08/26/21 10:07:44,45.1593983,29.6277117,1.24,-7.70,258.75,257.00,10728.00,0.00,26.49,374.60,3.85,10.56,11.83,6.75,77.59,0.03,
08/26/21 10:07:45,45.1594000,29.6277017,1.20,-7.70,273.97,270.00,10451.00,0.00,26.49,374.60,3.85,10.56,11.74,6.73,77.59,0.03,
08/26/21 10:07:46,45.1594000,29.6276983,1.00,-7.70,281.26,279.00,10403.00,0.00,26.49,374.59,3.85,10.56,11.88,6.74,77.60,0.02,
08/26/21 10:07:47,45.1594050,29.6276933,1.14,-7.70,305.36,298.00,10420.00,0.00,26.49,374.59,3.85,10.56,11.99,6.72,77.61,0.03,
08/26/21 10:07:48,45.1594117,29.6276917,1.30,-7.80,321.18,318.00,10395.00,0.00,26.49,374.59,3.85,10.56,11.96,6.69,77.61,0.02,
08/26/21 10:07:49,45.1594167,29.6276900,1.20,-7.80,328.04,318.00,10604.00,0.00,26.49,374.59,3.85,10.56,11.96,6.71,77.61,0.02,
08/26/21 10:07:50,45.1594233,29.6276917,1.14,-7.90,345.99,318.00,11177.00,0.00,26.49,374.59,3.85,10.56,11.96,6.71,77.61,0.02,
08/26/21 10:07:51,45.1594283,29.6276967,1.04,-7.90,4.73,316.00,11295.00,0.00,26.49,374.59,3.85,10.56,12.12,6.73,77.62,0.02,
08/26/21 10:07:52,45.1594317,29.6277017,1.00,-7.90,20.71,327.00,11960.00,0.00,26.49,374.60,3.85,10.57,12.25,6.71,77.62,0.02,
08/26/21 10:07:53,45.1594300,29.6277083,0.75,-7.90,48.91,322.00,12269.00,0.00,26.49,374.61,3.85,10.57,12.30,6.75,77.63,0.01,
08/26/21 10:07:54,45.1594300,29.6277150,0.89,-7.90,71.58,340.00,12737.00,0.00,26.49,374.62,3.85,10.57,12.28,6.76,77.63,0.00,
08/26/21 10:07:55,45.1594283,29.6277167,0.61,-8.00,75.28,351.00,12626.00,0.00,26.49,374.63,3.85,10.57,12.20,6.68,77.63,0.00,
08/26/21 10:07:56,45.1594300,29.6277217,0.73,-8.00,78.36,351.00,12488.00,0.00,26.49,374.63,3.85,10.57,12.28,6.71,77.63,0.00,
08/26/21 10:07:57,45.1594300,29.6277250,0.75,-8.00,82.05,356.00,12541.00,0.00,26.50,374.63,3.85,10.57,12.41,6.70,77.63,0.01,
08/26/21 10:07:58,45.1594317,29.6277283,0.81,-8.00,78.67,340.00,12586.00,0.00,26.50,374.63,3.85,10.57,12.67,6.72,77.63,0.00,
08/26/21 10:07:59,45.1594300,29.6277350,0.77,-8.00,86.08,344.00,12651.00,0.00,26.50,374.62,3.85,10.57,12.74,6.80,77.63,0.01,
08/26/21 10:08:00,45.1594300,29.6277367,0.82,-8.00,86.21,330.00,12610.00,0.00,26.50,374.62,3.85,10.57,12.73,6.77,77.63,0.01,
08/26/21 10:08:01,45.1594267,29.6277467,0.88,-8.00,89.73,328.00,12582.00,0.00,26.50,374.62,3.85,10.57,12.69,6.78,77.63,0.01,
08/26/21 10:08:02,45.1594217,29.6277533,0.97,-8.00,94.90,328.00,12539.00,0.00,26.50,374.62,3.85,10.57,12.69,6.78,77.63,0.01,
08/26/21 10:08:03,45.1594133,29.6277600,1.13,-8.00,101.89,338.00,12272.00,0.00,26.50,374.61,3.85,10.57,12.76,6.75,77.62,0.01,
08/26/21 10:08:04,45.1594067,29.6277650,1.19,-8.00,109.43,346.00,12113.00,0.00,26.50,374.61,3.85,10.57,12.69,6.70,77.62,0.00,
08/26/21 10:08:05,45.1594000,29.6277733,1.39,-8.00,115.98,342.00,11885.00,0.00,26.50,374.58,3.85,10.57,12.39,6.84,77.61,-0.01,
08/26/21 10:08:06,45.1593967,29.6277800,1.27,-8.00,120.83,347.00,11706.00,0.00,26.50,374.56,3.85,10.58,12.30,6.84,77.61,-0.01,
08/26/21 10:08:07,45.1593950,29.6277850,1.07,-8.00,123.59,3.00,11567.00,0.00,26.50,374.54,3.85,10.58,12.28,6.88,77.61,-0.01,
08/26/21 10:08:08,45.1594017,29.6277900,0.81,-7.90,121.22,3.00,11567.00,0.00,26.50,374.54,3.85,10.58,12.28,6.88,77.61,-0.01,
08/26/21 10:08:09,45.1594133,29.6278017,1.03,-7.90,69.37,353.00,11608.00,0.00,26.50,374.56,3.85,10.57,12.29,6.89,77.60,-0.02,
08/26/21 10:08:10,45.1594217,29.6278133,1.32,-7.90,57.51,354.00,11608.00,0.00,26.50,374.61,3.85,10.57,12.44,6.80,77.59,-0.02,
08/26/21 10:08:11,45.1594333,29.6278233,1.70,-7.90,47.99,350.00,11932.00,0.00,26.50,374.65,3.85,10.57,12.37,6.78,77.59,-0.02,
08/26/21 10:08:12,45.1594450,29.6278350,2.72,-7.90,37.24,1.00,12462.00,0.00,26.50,374.73,3.85,10.57,12.50,6.87,77.59,-0.01,
08/26/21 10:08:13,45.1594583,29.6278467,3.00,-7.90,38.36,353.00,13310.00,0.00,26.50,374.78,3.85,10.57,12.44,6.95,77.58,0.00,
08/26/21 10:08:14,45.1594667,29.6278583,2.64,-7.90,43.06,16.00,14381.00,0.00,26.50,374.84,3.85,10.57,12.57,6.99,77.58,0.00,
08/26/21 10:08:16,45.1594767,29.6278750,3.44,-7.90,53.52,16.00,15032.00,0.00,26.50,374.84,3.85,10.57,12.57,6.99,77.58,0.00,
08/26/21 10:08:17,45.1594867,29.6278933,3.61,-7.90,55.09,14.00,15538.00,0.00,26.50,374.89,3.85,10.57,12.58,6.96,77.58,0.01,
08/26/21 10:08:18,45.1594967,29.6279150,3.81,-8.00,51.87,28.00,16075.00,0.00,26.50,374.93,3.85,10.57,12.54,6.94,77.58,0.00,
08/26/21 10:08:19,45.1595033,29.6279350,3.29,-8.10,74.49,42.00,16092.00,0.00,26.50,375.03,3.85,10.57,12.60,6.95,77.57,0.02,
08/26/21 10:08:20,45.1595100,29.6279550,3.63,-8.10,64.72,55.00,16065.00,0.00,26.50,375.08,3.85,10.57,12.71,6.99,77.57,0.01,
08/26/21 10:08:21,45.1595133,29.6279783,3.61,-8.10,71.70,69.00,16113.00,0.00,26.50,375.13,3.85,10.57,12.69,7.06,77.57,0.02,
08/26/21 10:08:22,45.1595217,29.6280033,4.03,-8.10,76.51,69.00,16072.00,0.00,26.50,375.16,3.85,10.57,12.65,7.06,77.56,0.01,
08/26/21 10:08:23,45.1595267,29.6280300,4.36,-8.10,81.16,78.00,16031.00,0.00,26.50,375.16,3.85,10.57,12.65,7.06,77.56,0.01,
08/26/21 10:08:24,45.1595317,29.6280583,4.11,-8.10,81.40,81.00,15955.00,0.00,26.50,375.15,3.85,10.57,12.70,7.03,77.56,0.01,
